identificador,rango,titulo,fecha_publicacion,derogada,url
BOE-A-1835-2348,Orden,Real Orden de 30 de octubre de 1835 acerca del lugar en que han de enterrarse las religiosas.,18351107,no,https://www.boe.es/buscar/act.php?id=BOE-A-1835-2348
BOE-A-1851-4969,Real Decreto,"Real Decreto de 24 de octubre de 1851 declarando como extranjeros todos los títulos concedidos por los Monarcas extranjeros, sin atribuir ninguno de los derechos y prerogativas concedidos a los de Castilla.",18511028,no,https://www.boe.es/buscar/act.php?id=BOE-A-1851-4969
BOE-A-1855-3318,Ley,"Ley de 17 de junio de 1855 haciendo extensiva a los sucesores de los que poseen actualmente las Grandezas de España y Títulos de Castilla, la facultad concedida a estos para distribuirlos entre sus hijos.",18550621,no,https://www.boe.es/buscar/act.php?id=BOE-A-1855-3318
BOE-A-1858-8874,Real Decreto,"Real Decreto de 1 de octubre de 1858 declarando no ser necesario el título de Vizconde para la obtención de ningún otro título de Castilla, y más que expresa.",18581019,no,https://www.boe.es/buscar/act.php?id=BOE-A-1858-8874
BOE-A-1862-4073,Ley,Ley del Notariado de 28 de mayo de 1862.,18620529,no,https://www.boe.es/buscar/act.php?id=BOE-A-1862-4073
BOE-A-1864-7880,Real Decreto,"Real Decreto de 10 de octubre de 1864, suprimiendo las Grandezas de España honorarios.",18641011,no,https://www.boe.es/buscar/act.php?id=BOE-A-1864-7880
BOE-A-1866-9441,Orden,"Real Orden de 7 de noviembre de 1866 resolviendo que la denominación con que será autorizado el uso en España de los Títulos de Conde, Marqués y cualquiera otro concedido á súbditos españoles por el Padre Santo, sea la del apellido del agraciado.",18661108,no,https://www.boe.es/buscar/act.php?id=BOE-A-1866-9441
BOE-A-1870-4759,Ley,Ley de 18 de junio de 1870 estableciendo reglas para el ejercicio de la gracia de indulto.,18700624,no,https://www.boe.es/buscar/act.php?id=BOE-A-1870-4759
BOE-A-1880-6366,Real Decreto,Real Decreto de 3 de septiembre de 1880 por el que se aprueba el Reglamento para la ejecución de la Ley de 10 de enero de 1879 sobre propiedad intelectual.,18800906,no,https://www.boe.es/buscar/act.php?id=BOE-A-1880-6366
BOE-A-1882-6036,Real Decreto,Real Decreto de 14 de septiembre de 1882 por el que se aprueba la Ley de Enjuiciamiento Criminal.,18820917,no,https://www.boe.es/buscar/act.php?id=BOE-A-1882-6036
BOE-A-1885-6627,Real Decreto,Real Decreto de 22 de agosto de 1885 por el que se publica el Código de Comercio.,18851016,no,https://www.boe.es/buscar/act.php?id=BOE-A-1885-6627
BOE-A-1887-4896,Orden,"Real Orden de 18 de julio de 1887, por la que se prohíbe la inhumación de cadáveres fuera de los cementerios comunes y se reglamenta la construcción de panteones.",18870721,no,https://www.boe.es/buscar/act.php?id=BOE-A-1887-4896
BOE-A-1889-4763,Real Decreto,Real Decreto de 24 de julio de 1889 por el que se publica el Código Civil.,18890725,no,https://www.boe.es/buscar/act.php?id=BOE-A-1889-4763
BOE-A-1893-6023,Ley,Ley de 21 de agosto de 1893 sobre hipoteca naval.,18930823,no,https://www.boe.es/buscar/act.php?id=BOE-A-1893-6023
BOE-A-1894-1124,Acuerdo Internacional,"Convenio de extradición entre España y Colombia, firmado en Bogotá el día 23 de Julio de 1892.",18940220,no,https://www.boe.es/buscar/act.php?id=BOE-A-1894-1124
BOE-A-1902-3758,Ley,Ley de 15 de mayo de 1902 relativa a la expropiación de inmuebles por el ramo de Guerra.,19020516,no,https://www.boe.es/buscar/act.php?id=BOE-A-1902-3758
BOE-A-1902-8161,Real Decreto,"Real decreto de 12 de noviembre de 1902 aprobatorio del reglamento para la ejecución de la ley de 15 de Mayo de 1902, que establece un régimen especial para la expropiación forzosa en la zona militar de costas y fronteras.",19021123,no,https://www.boe.es/buscar/act.php?id=BOE-A-1902-8161
BOE-A-1905-2635,Real Decreto,Real decreto de 24 de abril de 1905 aprobatorio del adjunto reglamento para la administración y régimen de las reses mostrencas.,19050425,no,https://www.boe.es/buscar/act.php?id=BOE-A-1905-2635
BOE-A-1908-5579,Ley,Ley de 23 de julio de 1908 sobre nulidad de los contratos de préstamos usurarios.,19080724,no,https://www.boe.es/buscar/act.php?id=BOE-A-1908-5579
BOE-A-1912-1123,Ley,Ley de 9 de febrero de 1912 declarando los Tribunales que han de entender en el conocimiento de las causas contra Senadores y Diputados.,19120210,no,https://www.boe.es/buscar/act.php?id=BOE-A-1912-1123
BOE-A-1912-4041,Real Decreto,Real Decreto de 27 de mayo de 1912 sobre concesión y rehabilitación de Títulos y Grandezas de España.,19120529,no,https://www.boe.es/buscar/act.php?id=BOE-A-1912-4041
BOE-A-1913-59,Real Decreto,Real Decreto de 30 de diciembre de 1912 por el que se crea un Museo Nacional de Artes industriales.,19130101,no,https://www.boe.es/buscar/act.php?id=BOE-A-1913-59
BOE-A-1915-143,Ley,Ley por la que se autoriza al Gobierno para la ejecución de las obras de riego de Alto Aragón (rectificada).,19150109,no,https://www.boe.es/buscar/act.php?id=BOE-A-1915-143
BOE-A-1915-660,Ley,"Ley de 31 de enero de 1915 disponiendo que el Ministro de este Departamento proceda con urgencia a crear Bancos de prueba de armas portátiles de fuego y sus municiones, como existen en el extranjero, y que sean dirigidos por los Jefes y Oficiales de Artillería que se designen.",19150202,no,https://www.boe.es/buscar/act.php?id=BOE-A-1915-660
BOE-A-1915-3087,Orden,Real Orden de 29 de mayo de 1915 relativa a caducidad de Títulos y Grandezas de España.,19150530,no,https://www.boe.es/buscar/act.php?id=BOE-A-1915-3087
BOE-A-1917-5068,Real Decreto,"Real Decreto de 22 de septiembre de 1917, estableciendo el crédito mobiliario agrícola sobre la prenda sin desplazamiento y creando el warrant.",19170925,no,https://www.boe.es/buscar/act.php?id=BOE-A-1917-5068
BOE-A-1918-1359,Circular,Real Circular de 7 de marzo de 1918 reglamentando el derecho a obtener certificaciones y devoluciones de documentos presentados por los particulares en los expedientes relativos a títulos nobiliarios y Grandezas de España.,19180310,no,https://www.boe.es/buscar/act.php?id=BOE-A-1918-1359
BOE-A-1918-3943,Ley,Ley de 22 de julio de 1918 relativa a la conmemoración del duodécimo Centenario de la batalla de Covadonga.,19180724,no,https://www.boe.es/buscar/act.php?id=BOE-A-1918-3943
BOE-A-1918-4414,Real Decreto,"Real decreto de 16 de agosto de 1918 creando el Parque Nacional del Valle de Ordesa o del río Ara, en el Pirineo del Alto Aragón, fijando sus límites y extensión y los del Parque Nacional de Covadonga.",19180818,no,https://www.boe.es/buscar/act.php?id=BOE-A-1918-4414
BOE-A-1922-4692,Real Decreto,Real Decreto de 8 de julio de 1922 relativo a la rehabilitación de Grandezas de España y Títulos del Reino.,19220712,no,https://www.boe.es/buscar/act.php?id=BOE-A-1922-4692
BOE-A-1922-7228,Orden,"Real Orden de 21 de octubre de 1922 dictando reglas para dar cumplimiento a lo prevenido en el artículo 18 del Real Decreto de 8 de Julio de 1922, relativo a Grandezas y Títulos.",19221024,no,https://www.boe.es/buscar/act.php?id=BOE-A-1922-7228
BOE-A-1922-7310,Orden,Real Orden de 26 de octubre de 1922 dictando reglas encaminadas a especificar la forma en que habrán de cursarse expedientes donde se ventile la cuestión jurídica sucesoria en títulos extranjeros que sirva de antecedente a la liquidación fiscal.,19221028,no,https://www.boe.es/buscar/act.php?id=BOE-A-1922-7310
BOE-A-1928-4246,Real Decreto-ley,"Real Decreto-ley de 25 de abril de 1928, que aprueba el Estatuto sobre la explotación de manantiales de aguas minero-medicinales.",19280426,no,https://www.boe.es/buscar/act.php?id=BOE-A-1928-4246
BOE-A-1931-396,Real Decreto,"Real Decreto de 10 de enero de 1931 disponiendo que, para las solemnidades de las Universidades o actos de estilo, cada una de ellas determine el respectivo protocolo, de acuerdo con lo establecido en los Reglamentos de 1859 y lo ahora dispuesto.",19310111,no,https://www.boe.es/buscar/act.php?id=BOE-A-1931-396
BOE-A-1931-9221,Decreto,"Decreto de 12 de noviembre de 1931 disponiendo que los Protocolos de más de cien años de antigüedad queden incorporados al servicio del Cuerpo facultativo de Archiveros, Bibliotecarios y Arqueólogos para reorganizarlos como Archivos históricos.",19311113,no,https://www.boe.es/buscar/act.php?id=BOE-A-1931-9221
BOE-A-1933-10005,Decreto,Decreto de 28 de noviembre de 1933 aprobando el Reglamento de la profesión de Gestor administrativo.,19331129,no,https://www.boe.es/buscar/act.php?id=BOE-A-1933-10005
BOE-A-1934-7924,Decreto,"Decreto de 23 de agosto de 1934 (rectificado), aprobando el Reglamento de Policía Minera y Metalúrgica.",19340916,no,https://www.boe.es/buscar/act.php?id=BOE-A-1934-7924
BOE-A-1938-11758,Ley,"Ley de 7 de octubre de 1938, sobre aprovechamiento de pastos y rastrojeras.",19381009,no,https://www.boe.es/buscar/act.php?id=BOE-A-1938-11758
BOE-A-1938-12791,Orden,"Orden de 31 de octubre de 1938, sobre enterramientos en templos o criptas.",19381103,no,https://www.boe.es/buscar/act.php?id=BOE-A-1938-12791
BOE-A-1941-840,Ley,Ley de Bases de Ordenación Ferroviaria y de los Transportes por carretera de 24 de enero de 1941.,19410128,no,https://www.boe.es/buscar/act.php?id=BOE-A-1941-840
BOE-A-1942-2205,Ley,Ley de 20 de febrero de 1942 por la que se regula el fomento y conservación de la pesca fluvial.,19420308,no,https://www.boe.es/buscar/act.php?id=BOE-A-1942-2205
BOE-A-1943-4165,Decreto,Decreto de 6 de abril de 1943 por el que se aprueba el Reglamento para la ejecución de la Ley de Pesca Fluvial de 20 de febrero de 1942.,19430502,no,https://www.boe.es/buscar/act.php?id=BOE-A-1943-4165
BOE-A-1943-7181,Ley,Ley de 29 de julio de 1943 sobre ordenación de la Universidad española.,19430731,no,https://www.boe.es/buscar/act.php?id=BOE-A-1943-7181
BOE-A-1944-6578,Decreto,Decreto de 2 de junio de 1944 por el que se aprueba con carácter definitivo el Reglamento de la organización y régimen del Notariado.,19440707,no,https://www.boe.es/buscar/act.php?id=BOE-A-1944-6578
BOE-A-1945-2915,Decreto,Decreto de 2 de marzo de 1945 por el que se reorganiza la Sección Histórica en los Archivos de Protocolos.,19450319,no,https://www.boe.es/buscar/act.php?id=BOE-A-1945-2915
BOE-A-1945-3187,Decreto,Decreto de 2 de marzo de 1945 por el que se aprueba el texto refundido de las normas estatutarias de la Orden de la Cruz de San Raimundo de Peñafort.,19450328,no,https://www.boe.es/buscar/act.php?id=BOE-A-1945-3187
BOE-A-1945-7401,Ley,Ley de 17 de julio de 1945 por la que se autoriza para formular declaraciones de utilidad pública y consiguiente expropiación forzosa a favor de Instituciones privadas de carácter benéfico.,19450721,no,https://www.boe.es/buscar/act.php?id=BOE-A-1945-7401
BOE-A-1945-7901,Decreto,"Decreto de 26 de julio de 1945 por el que se aprueba el Reglamento para la lucha contra las Enfermedades Infecciosas, Desinfección y Desinsectación.",19450805,no,https://www.boe.es/buscar/act.php?id=BOE-A-1945-7901
BOE-A-1945-11650,Orden,Orden de 26 de noviembre de 1945 por la que se dan normas para el embalsamamiento de cadáveres.,19451202,no,https://www.boe.es/buscar/act.php?id=BOE-A-1945-11650
BOE-A-1946-2453,Decreto,Decreto de 8 de febrero de 1946 por el que se aprueba la nueva redacción oficial de la Ley Hipotecaria.,19460227,no,https://www.boe.es/buscar/act.php?id=BOE-A-1946-2453
BOE-A-1946-6220,Decreto,Decreto de 3 de mayo de 1946 sobre ordenamiento funcional de los Servicios de Aduanas en los aeropuertos.,19460606,no,https://www.boe.es/buscar/act.php?id=BOE-A-1946-6220
BOE-A-1947-4,Ley,Ley de 31 de diciembre de 1946 de Ordenación Bancaria.,19470101,no,https://www.boe.es/buscar/act.php?id=BOE-A-1947-4
BOE-A-1947-3843,Decreto,Decreto de 14 de febrero de 1947 por el que se aprueba el Reglamento Hipotecario.,19470416,no,https://www.boe.es/buscar/act.php?id=BOE-A-1947-3843
BOE-A-1947-11795,Decreto,Decreto de 17 de octubre de 1947 por el que se aprueba el texto refundido y modificado de las Ordenanzas Generales de la Renta de Aduanas.,19471216,no,https://www.boe.es/buscar/act.php?id=BOE-A-1947-11795
BOE-A-1948-3512,Ley,Ley de 4 de mayo de 1948 por la que se restablece la legalidad vigente con anterioridad al 14 de abril de 1931 en las Grandezas y Títulos del Reino.,19480505,no,https://www.boe.es/buscar/act.php?id=BOE-A-1948-3512
BOE-A-1948-40366,Decreto,Decreto de 4 de junio de 1948 por el que se desarrolla la Ley de 4 de mayo de 1948 sobre Grandezas y Títulos nobiliarios.,19480616,no,https://www.boe.es/buscar/act.php?id=BOE-A-1948-40366
BOE-A-1948-11095,Orden,Orden de 27 de octubre de 1948 por la que se dictan normas complementarias a la disposición transitoria primera del Decreto de 4 de junio de 1948.,19481109,no,https://www.boe.es/buscar/act.php?id=BOE-A-1948-11095
BOE-A-1949-12565,Ley,Ley de 22 de diciembre de 1949 sobre unificación de reglas para los conocimientos de embarque en los buques mercantes.,19491224,no,https://www.boe.es/buscar/act.php?id=BOE-A-1949-12565
BOE-A-1951-4876,Decreto,Decreto de 13 de abril de 1951 por el que se regulan las funciones de los Cronistas de Armas.,19510503,no,https://www.boe.es/buscar/act.php?id=BOE-A-1951-4876
BOE-A-1951-5153,Orden,Orden de 30 de abril de 1951 por la que se dictan normas sobre autorizaciones con objeto de obtener piezas anatómicas para injertos procedentes de cadáveres.,19510511,no,https://www.boe.es/buscar/act.php?id=BOE-A-1951-5153
BOE-A-1952-7152,Decreto,Decreto de 17 de mayo de 1952 por el que se declara obligatorio el registro y matrícula de los perros y la vacunación a los mismos por cuenta de sus dueños.,19520626,no,https://www.boe.es/buscar/act.php?id=BOE-A-1952-7152
BOE-A-1954-88,Acuerdo Internacional,Instrumentos de Ratificación del Convenio Internacional para la unificación de ciertas reglas relativas a la competencia civil en materia de abordaje.,19540103,no,https://www.boe.es/buscar/act.php?id=BOE-A-1954-88
BOE-A-1954-1459,Decreto,Decreto de 22 de enero de 1954 por el que se crea el Parque Nacional del Teide (Canarias).,19540204,no,https://www.boe.es/buscar/act.php?id=BOE-A-1954-1459
BOE-A-1954-17807,Decreto,"Decreto de 8 de septiembre de 1954 por el que se aprueba el Reglamento de disciplina académica de los Centros oficiales de Enseñanza Superior y de Enseñanza Técnica, dependientes del Ministerio de Educación Nacional.",19541012,no,https://www.boe.es/buscar/act.php?id=BOE-A-1954-17807
BOE-A-1954-18708,Decreto,"Decreto de 6 de octubre de 1954 por el que se crea el Parque Nacional de la ""Caldera de Taburiente"", en la isla de la Palma, de Santa Cruz de Tenerife.",19541030,no,https://www.boe.es/buscar/act.php?id=BOE-A-1954-18708
BOE-A-1954-15431,Ley,Ley de 16 de diciembre de 1954 sobre expropiación forzosa.,19541217,no,https://www.boe.es/buscar/act.php?id=BOE-A-1954-15431
BOE-A-1954-15448,Ley,Ley de 16 de diciembre de 1954 sobre hipoteca mobiliaria y prenda sin desplazamiento de posesión.,19541218,no,https://www.boe.es/buscar/act.php?id=BOE-A-1954-15448
BOE-A-1955-2687,Orden,"Orden de 17 de febrero de 1955, por la que se regula la obtención de piezas anatómicas para injertos procedentes de cadáveres en los casos de muerte violenta.",19550221,no,https://www.boe.es/buscar/act.php?id=BOE-A-1955-2687
BOE-A-1955-4699,Decreto,Decreto de 4 de febrero de 1955 por el que se aprueba el Reglamento de Epizootias.,19550325,no,https://www.boe.es/buscar/act.php?id=BOE-A-1955-4699
BOE-A-1955-10057,Decreto,Decreto de 17 de junio de 1955 por el que se aprueba el Reglamento de Servicios de las Corporaciones locales.,19550715,no,https://www.boe.es/buscar/act.php?id=BOE-A-1955-10057
BOE-A-1955-10148,Decreto,Decreto de 17 de junio de 1955 por el que se aprueba el Reglamento de la Ley de Hipoteca Mobiliaria y Prenda sin desplazamiento de posesión.,19550717,no,https://www.boe.es/buscar/act.php?id=BOE-A-1955-10148
BOE-A-1955-10410,Ley,Ley de 20 de julio de 1955 sobre conservación y mejora de suelos agrícolas.,19550721,no,https://www.boe.es/buscar/act.php?id=BOE-A-1955-10410
BOE-A-1955-10635,Decreto,Decreto de 15 de julio de 1955 por el que aprueba el Reglamento Orgánico de la Carrera Diplomática.,19550724,no,https://www.boe.es/buscar/act.php?id=BOE-A-1955-10635
BOE-A-1955-15936,Decreto,"Decreto de 21 de octubre de 1955 por el que se crea el ""Parque Nacional de Aiguas Tortas y Lago de San Mauricio"", en la provincia de Lérida.",19551121,no,https://www.boe.es/buscar/act.php?id=BOE-A-1955-15936
BOE-A-1956-18089,Ley,"Ley de 27 de diciembre de 1956, sobre heredamientos de aguas del archipiélago canario.",19561230,no,https://www.boe.es/buscar/act.php?id=BOE-A-1956-18089
BOE-A-1957-7337,Orden,Orden de 16 de mayo de 1957 por la que se aprueba el Reglamento del Consejo General de Colegios Oficiales de Farmacéuticos.,19570605,no,https://www.boe.es/buscar/act.php?id=BOE-A-1957-7337
BOE-A-1957-7537,Ley,Ley de 8 de junio de 1957 sobre el Registro Civil.,19570610,no,https://www.boe.es/buscar/act.php?id=BOE-A-1957-7537
BOE-A-1957-7538,Ley,Ley de 8 de junio de 1957 sobre formación de censos económicos y de un plan censal general.,19570610,no,https://www.boe.es/buscar/act.php?id=BOE-A-1957-7538
BOE-A-1957-7998,Decreto,Decreto de 26 de abril de 1957 por el que se aprueba el Reglamento de la Ley de Expropiación Forzosa.,19570620,no,https://www.boe.es/buscar/act.php?id=BOE-A-1957-7998
BOE-A-1957-11398,Decreto,Decreto de 26 de julio de 1957 sobre Industrias y Trabajos prohibidos a mujeres y menores por peligrosos o insalubres.,19570826,no,https://www.boe.es/buscar/act.php?id=BOE-A-1957-11398
BOE-A-1957-17299,Orden,Orden de 14 de diciembre de 1957 por la que se concede autorización a los Registradores de la Propiedad para la entrega de libros de la Contaduría de Hipotecas a los Archivos históricos.,19571226,no,https://www.boe.es/buscar/act.php?id=BOE-A-1957-17299
BOE-A-1958-9342,Orden,Orden de 27 de mayo de 1958 por la que se fija la superficie de la unidad mínima de cultivo para cada uno de los términos municipales de las distintas provincias españolas.,19580613,no,https://www.boe.es/buscar/act.php?id=BOE-A-1958-9342
BOE-A-1958-17089,Acuerdo Internacional,Instrumento de ratificación del Convenio sobre doble nacionalidad entre España y Chile.,19581114,no,https://www.boe.es/buscar/act.php?id=BOE-A-1958-17089
BOE-A-1958-18486,Decreto,Decreto de 14 de noviembre de 1958 por el que se aprueba el Reglamento de la Ley del Registro Civil.,19581211,no,https://www.boe.es/buscar/act.php?id=BOE-A-1958-18486
BOE-A-1959-900,Orden,Orden de 24 de diciembre de 1958 por la que se dan distintas normas concernientes a la puesta en vigor de la Ley del Registro Civil de 8 de junio de 1957.,19590119,no,https://www.boe.es/buscar/act.php?id=BOE-A-1959-900
BOE-A-1959-11603,Decreto,"Decreto 1513/1959, de 18 de agosto, en relación con los documentos que deben llevar los establecimientos de hostelería referentes a la entrada de viajeros.",19590829,no,https://www.boe.es/buscar/act.php?id=BOE-A-1959-11603
BOE-A-1960-1741,Decreto,"Decreto 140/1960, de 4 de febrero, por el que se convalida la tasa por informes y otras actuaciones.",19600205,no,https://www.boe.es/buscar/act.php?id=BOE-A-1960-1741
BOE-A-1960-5625,Acuerdo Internacional,Instrumento de Ratificación del Convenio sobre Doble Nacionalidad entre España y Perú.,19600419,no,https://www.boe.es/buscar/act.php?id=BOE-A-1960-5625
BOE-A-1960-5626,Acuerdo Internacional,Instrumento de Ratificación del Convenio sobre Doble Nacionalidad entre España y Paraguay.,19600419,no,https://www.boe.es/buscar/act.php?id=BOE-A-1960-5626
BOE-A-1960-8510,Decreto,"Decreto 1028/1960, de 2 de junio, por el que se convalida y regula la exacción de las tasas denominadas «Permisos de caza y pesca en los cotos dependientes de la Dirección General de Montes, Caza y Pesca Fluvial».",19600614,no,https://www.boe.es/buscar/act.php?id=BOE-A-1960-8510
BOE-A-1960-10906,Ley,"Ley 49/1960, de 21 de julio, sobre propiedad horizontal.",19600723,no,https://www.boe.es/buscar/act.php?id=BOE-A-1960-10906
BOE-A-1960-10905,Ley,"Ley 48/1960, de 21 de julio, sobre Navegación Aérea.",19600723,no,https://www.boe.es/buscar/act.php?id=BOE-A-1960-10905
BOE-A-1961-943,Decreto,"Decreto 2500/1960, de 29 de diciembre, por el que se crea el Servicio Nacional de Control de la Circulación Aérea.",19610117,no,https://www.boe.es/buscar/act.php?id=BOE-A-1961-943
BOE-A-1961-12683,Decreto,"Decreto 1002/1961, de 22 de junio, por el que se regula la vigilancia marítima del Servicio Especial de Vigilancia Fiscal para la Represión del Contrabando.",19610703,no,https://www.boe.es/buscar/act.php?id=BOE-A-1961-12683
BOE-A-1962-4442,Acuerdo Internacional,Instrumento de ratificación del Convenio de Nacionalidad entre España y Guatemala.,19620310,no,https://www.boe.es/buscar/act.php?id=BOE-A-1962-4442
BOE-A-1962-6167,Decreto,"Decreto 485/1962, de 22 de febrero, por el que se aprueba el Reglamento de Montes.",19620312,no,https://www.boe.es/buscar/act.php?id=BOE-A-1962-6167
BOE-A-1962-6692,Ley,"Ley 2/1962, de 14 de abril, sobre bases de ordenación del crédito y de la Banca.",19620416,no,https://www.boe.es/buscar/act.php?id=BOE-A-1962-6692
BOE-A-1962-8684,Acuerdo Internacional,Instrumento de ratificación del Convenio sobre doble nacionalidad entre España y Nicaragua.,19620502,no,https://www.boe.es/buscar/act.php?id=BOE-A-1962-8684
BOE-A-1962-13394,Acuerdo Internacional,"Instrumento de ratificación del Convenio entre la Santa Sede y el Estado Español sobre el reconocimiento, a efectos civiles, de los estudios de ciencias no eclesiásticas realizados en España en Universidades de la Iglesia.",19620720,no,https://www.boe.es/buscar/act.php?id=BOE-A-1962-13394
BOE-A-1962-13415,Ley,"Ley 37/1962, de 21 de julio, sobre Hospitales.",19620723,no,https://www.boe.es/buscar/act.php?id=BOE-A-1962-13415
BOE-A-1962-14073,Orden,Orden de 10 de julio de 1962 por la que se aprueba la nueva nomenclatura de calificaciones de cultivos y aprovechamientos del suelo español que habrá de regir en los trabajos catastrales de la riqueza rústica.,19620724,no,https://www.boe.es/buscar/act.php?id=BOE-A-1962-14073
BOE-A-1962-24365,Ley,"Ley 60/1962, de 24 de diciembre, por la que se regulan los auxilios, salvamentos, remolques, hallazgos y extracciones marítimos",19621227,no,https://www.boe.es/buscar/act.php?id=BOE-A-1962-24365
BOE-A-1963-5030,Decreto,"Decreto 424/1963, de 1 de marzo, por el que se aprueba el Estatuto Orgánico de la profesión de Gestor Administrativo.",19630308,no,https://www.boe.es/buscar/act.php?id=BOE-A-1963-5030
BOE-A-1963-8151,Orden,"Orden de 12 de marzo de 1963 por la que se prohibe la fabricación, circulación y venta en España de los llamados «mixtos de cazoleta», pistones, bengalas, fuegos artificiales y demás juguetes explosivos infantiles y similares, utilizados para juegos de la infancia, que contengan fósforo blanco.",19630401,no,https://www.boe.es/buscar/act.php?id=BOE-A-1963-8151
BOE-A-1964-3432,Orden,Orden de 23 de enero de 1964 por la que se aprueban los Estatutos Generales por los que ha de regirse el Colegio Nacional de Ingenieros procedentes del Instituto Católico de Artes e Industrias.,19640206,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-3432
BOE-A-1964-2140,Decreto,"Decreto 315/1964, de 7 de febrero, por el que se aprueba la Ley articulada de Funcionarios Civiles del Estado.",19640215,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-2140
BOE-A-1964-3685,Orden,Orden de 29 de enero de 1964 sobre títulos profesionales menores de las Marinas Mercante y de Pesca.,19640218,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-3685
BOE-A-1964-6622,Decreto,"Decreto 874/1964, de 18 de marzo, por el que se crea el «Museo Sefardí» en Toledo.",19640411,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-6622
BOE-A-1964-5448,Acuerdo Internacional,Instrumento de ratificación del Convenio de doble nacionalidad entre el Estado español y la República de Bolivia.,19640414,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-5448
BOE-A-1964-7544,Ley,"Ley 25/1964, de 29 de abril, sobre energía nuclear.",19640504,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-7544
BOE-A-1964-7523,Ley,"Ley 4/1964, de 29 de abril, sobre concesión de teleféricos.",19640504,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-7523
BOE-A-1964-7524,Ley,"Ley 5/1964, de 29 de abril, sobre condecoraciones policiales.",19640504,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-7524
BOE-A-1964-12700,Orden,Orden de 14 de julio de 1964 por la que se fija el cuadro indicador de tripulaciones mínimas para buques mercantes y de pesca.,19640716,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-12700
BOE-A-1964-23345,Orden,"Orden de 1 de diciembre de 1964 por la que se aprueban normas de seguridad para la construcción, montaje y funcionamiento de las «Plantas de llenado y trasvase de gases licuados de petróleo».",19641222,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-23345
BOE-A-1964-21509,Ley,"Ley 209/1964, de 24 de diciembre, Penal y Procesal de la Navegación Aérea.",19641228,no,https://www.boe.es/buscar/act.php?id=BOE-A-1964-21509
BOE-A-1965-1,Acuerdo Internacional,"Instrumentos de ratificación del Tratado de prohibición de pruebas con armas nucleares en la atmósfera, en el espacio ultraterrestre y bajo el agua.",19650108,no,https://www.boe.es/buscar/act.php?id=BOE-A-1965-1
BOE-A-1965-4,Acuerdo Internacional,"Instrumento de ratificación del Convenio de doble nacionalidad entre el Estado español y la República del Ecuador, firmado en Quito el 4 de marzo de 1964.",19650113,no,https://www.boe.es/buscar/act.php?id=BOE-A-1965-4
BOE-A-1965-8952,Decreto,"Decreto 1290/1965, de 13 de mayo, por el que se autoriza la constitución del Colegio Oficial de Peritos Topógrafos.",19650529,no,https://www.boe.es/buscar/act.php?id=BOE-A-1965-8952
BOE-A-1965-10709,Acuerdo Internacional,Instrumento de ratificación del Convenio de doble nacionalidad entre España y Costa Rica.,19650625,no,https://www.boe.es/buscar/act.php?id=BOE-A-1965-10709
BOE-A-1966-3501,Ley,"Ley 14/1966, de 18 de marzo, de Prensa e Imprenta.",19660319,no,https://www.boe.es/buscar/act.php?id=BOE-A-1966-3501
BOE-A-1966-4330,Decreto,"Decreto 673/1966, de 10 de marzo, por el que se aprueba el Reglamento para aplicación de la Ley 4/1964, de 29 de abril, sobre concesión de teleféricos.",19660328,no,https://www.boe.es/buscar/act.php?id=BOE-A-1966-4330
BOE-A-1966-6898,Decreto,"Decreto 975/1966, de 7 de abril, por el que se autoriza la creación de «Mercados Centrales de Abastecimiento, S. A.» (M. E. R. C. A. S. A.).",19660425,no,https://www.boe.es/buscar/act.php?id=BOE-A-1966-6898
BOE-A-1966-9020,Ley,"Ley 37/1966, de 31 de mayo, sobre creación de Reservas Nacionales de Caza.",19660602,no,https://www.boe.es/buscar/act.php?id=BOE-A-1966-9020
BOE-A-1966-10136,Decreto,"Decreto 1437/1966, de 16 de junio, por el que se crea el «Museo de Aeronáutica y Astronáutica».",19660628,no,https://www.boe.es/buscar/act.php?id=BOE-A-1966-10136
BOE-A-1966-14917,Decreto,"Decreto 2427/1966, de 13 de agosto, por el que se aprueba el Reglamento para la aplicación del Decreto número 1120/1966, de 21 de abril, texto refundido de la Ley de Derechos Pasivos de los Funcionarios de la Administración Civil del Estado.",19660929,no,https://www.boe.es/buscar/act.php?id=BOE-A-1966-14917
BOE-A-1966-21078,Orden,Orden de 25 de noviembre de 1966 por la que se regula la colaboración de las Empresas en la gestión del Régimen General de la Seguridad Social.,19661207,no,https://www.boe.es/buscar/act.php?id=BOE-A-1966-21078
BOE-A-1966-20178,Decreto,"Decreto 3059/1966, de 1 de diciembre, por el que se aprueba el texto refundido de Tasas Fiscales.",19661219,no,https://www.boe.es/buscar/act.php?id=BOE-A-1966-20178
